posstcode sector,All residents,WhiteTot,White%,MixedTot,Mixed%,Asian/Asian British,Asian/Asian British%,Black/African/Carribean/Black British,Black/African/Carribean/Black British%
DY4  0,13881,12594.0,90.7,240.0,1.7,649.0,4.7,350.0,2.5
DY4  7,9825,6659.0,67.8,345.0,3.5,2118.0,21.6,553.0,5.6
DY4  8,11217,7985.0,71.2,236.0,2.1,2464.0,22.0,413.0,3.7
DY4  9,7923,7043.0,88.9,228.0,2.9,353.0,4.5,275.0,3.5
DY5  1,6453,5794.0,89.8,116.0,1.8,423.0,6.6,82.0,1.3
DY5  2,13659,12870.0,94.2,200.0,1.5,426.0,3.1,143.0,1.0
DY5  3,13053,11954.0,91.6,197.0,1.5,767.0,5.9,107.0,0.8
DY5  4,8733,8150.0,93.3,174.0,2.0,302.0,3.5,81.0,0.9
DY6  0,4060,4006.0,98.7,23.0,0.6,21.0,0.5,7.0,0.2
DY6  7,4124,3998.0,96.9,43.0,1.0,56.0,1.4,22.0,0.5
DY6  8,10735,10373.0,96.6,127.0,1.2,173.0,1.6,33.0,0.3
DY6  9,8570,8350.0,97.4,84.0,1.0,90.0,1.1,32.0,0.4
DY7  5,2208,2141.0,97.0,25.0,1.1,17.0,0.8,10.0,0.5
DY7  6,6092,5946.0,97.6,70.0,1.1,61.0,1.0,4.0,0.1
DY8  1,5551,5119.0,92.2,76.0,1.4,280.0,5.0,50.0,0.9
DY8  2,6038,5769.0,95.5,82.0,1.4,157.0,2.6,11.0,0.2
DY8  3,12558,12232.0,97.4,146.0,1.2,127.0,1.0,30.0,0.2
DY8  4,13351,12765.0,95.6,186.0,1.4,307.0,2.3,73.0,0.5
DY8  5,13239,12910.0,97.5,129.0,1.0,140.0,1.1,44.0,0.3
DY9  0,10867,10200.0,93.9,140.0,1.3,465.0,4.3,39.0,0.4
DY9  7,4985,4328.0,86.8,74.0,1.5,557.0,11.2,19.0,0.4
DY9  8,5929,3722.0,62.8,87.0,1.5,1978.0,33.4,72.0,1.2
DY9  9,8291,7820.0,94.3,123.0,1.5,300.0,3.6,35.0,0.4
E1   0,11066,3479.0,31.4,344.0,3.1,6310.0,57.0,694.0,6.3
E1   1,6305,2419.0,38.4,203.0,3.2,3269.0,51.8,266.0,4.2
E1   2,7872,2381.0,30.2,210.0,2.7,4551.0,57.8,494.0,6.3
E1   3,7366,2732.0,37.1,244.0,3.3,3798.0,51.6,409.0,5.6
E1   4,15388,5792.0,37.6,556.0,3.6,7653.0,49.7,1045.0,6.8
E1   5,11202,3813.0,34.0,363.0,3.2,6153.0,54.9,641.0,5.7
E1   6,4333,2631.0,60.7,175.0,4.0,1289.0,29.7,147.0,3.4
E1   7,2483,1429.0,57.6,86.0,3.5,804.0,32.4,89.0,3.6
E1   8,4374,2006.0,45.9,180.0,4.1,1773.0,40.5,273.0,6.2
E10  5,14857,5509.0,37.1,723.0,4.9,4273.0,28.8,3628.0,24.4
E10  6,16361,6912.0,42.2,751.0,4.6,5155.0,31.5,2805.0,17.1
E10  7,11902,4266.0,35.8,617.0,5.2,3374.0,28.3,3029.0,25.4
E11  1,11673,6608.0,56.6,654.0,5.6,2525.0,21.6,1456.0,12.5
E11  2,11440,8391.0,73.3,494.0,4.3,1896.0,16.6,499.0,4.4
E11  3,16434,8325.0,50.7,965.0,5.9,3426.0,20.8,3107.0,18.9
E11  4,15142,6582.0,43.5,865.0,5.7,3642.0,24.1,3269.0,21.6
E12  5,16644,5124.0,30.8,873.0,5.2,7012.0,42.1,3147.0,18.9
E12  6,25962,3201.0,12.3,721.0,2.8,17878.0,68.9,3343.0,12.9
E13  0,19094,4736.0,24.8,891.0,4.7,8837.0,46.3,4028.0,21.1
E13  8,13717,5168.0,37.7,744.0,5.4,3680.0,26.8,3700.0,27.0
E13  9,14358,3865.0,26.9,569.0,4.0,6647.0,46.3,2715.0,18.9
E14  0,10795,3250.0,30.1,409.0,3.8,5664.0,52.5,1259.0,11.7
E14  2,1760,693.0,39.4,75.0,4.3,741.0,42.1,167.0,9.5
E14  3,17059,9943.0,58.3,709.0,4.2,5175.0,30.3,907.0,5.3
E14  4,468,303.0,64.7,20.0,4.3,120.0,25.6,7.0,1.5
E14  5,649,373.0,57.5,22.0,3.4,218.0,33.6,27.0,4.2
E14  6,12181,4883.0,40.1,507.0,4.2,5199.0,42.7,1340.0,11.0
E14  7,12828,4221.0,32.9,474.0,3.7,6952.0,54.2,968.0,7.5
E14  8,12380,6380.0,51.5,528.0,4.3,4307.0,34.8,840.0,6.8
E14  9,14518,6890.0,47.5,732.0,5.0,5511.0,38.0,887.0,6.1
E15  1,13928,5712.0,41.0,712.0,5.1,3742.0,26.9,3196.0,22.9
E15  2,10963,4187.0,38.2,579.0,5.3,3269.0,29.8,2442.0,22.3
E15  3,14417,4841.0,33.6,987.0,6.8,4138.0,28.7,3895.0,27.0
E15  4,12342,5201.0,42.1,712.0,5.8,3442.0,27.9,2501.0,20.3
E16  1,11995,5432.0,45.3,670.0,5.6,2790.0,23.3,2608.0,21.7
E16  2,9795,4435.0,45.3,580.0,5.9,1920.0,19.6,2505.0,25.6
E16  3,14011,6467.0,46.2,817.0,5.8,2200.0,15.7,4080.0,29.1
E16  4,9570,4379.0,45.8,490.0,5.1,1684.0,17.6,2739.0,28.6
E17  3,12624,5682.0,45.0,898.0,7.1,2464.0,19.5,2954.0,23.4
E17  4,16479,8333.0,50.6,1061.0,6.4,3391.0,20.6,3071.0,18.6
E17  5,17002,8786.0,51.7,920.0,5.4,3176.0,18.7,3423.0,20.1
E17  6,17015,7899.0,46.4,857.0,5.0,4407.0,25.9,2876.0,16.9
E17  7,11177,5237.0,46.9,522.0,4.7,3274.0,29.3,1657.0,14.8
E17  8,15726,6280.0,39.9,866.0,5.5,4772.0,30.3,2968.0,18.9
E17  9,13106,6737.0,51.4,696.0,5.3,3363.0,25.7,1871.0,14.3
E18  1,7920,5712.0,72.1,398.0,5.0,1260.0,15.9,395.0,5.0
E18  2,11944,8128.0,68.1,650.0,5.4,2381.0,19.9,564.0,4.7
E1W  1,2506,1937.0,77.3,85.0,3.4,399.0,15.9,48.0,1.9
E1W  2,4204,2895.0,68.9,168.0,4.0,956.0,22.7,94.0,2.2
E1W  3,5718,3206.0,56.1,242.0,4.2,1773.0,31.0,387.0,6.8
E2   0,11253,5603.0,49.8,532.0,4.7,4070.0,36.2,783.0,7.0
E2   6,9423,4768.0,50.6,394.0,4.2,3449.0,36.6,595.0,6.3
E2   7,9106,4888.0,53.7,436.0,4.8,2926.0,32.1,635.0,7.0
E2   8,7539,4114.0,54.6,455.0,6.0,855.0,11.3,1707.0,22.6
E2   9,8490,4305.0,50.7,393.0,4.6,2855.0,33.6,695.0,8.2
E3   2,13970,8065.0,57.7,772.0,5.5,3714.0,26.6,1128.0,8.1
E3   3,10681,3026.0,28.3,407.0,3.8,5678.0,53.2,1291.0,12.1
E3   4,15169,5930.0,39.1,580.0,3.8,6813.0,44.9,1547.0,10.2
E3   5,12551,7686.0,61.2,621.0,4.9,2881.0,23.0,1155.0,9.2
E4   6,16960,13208.0,77.9,747.0,4.4,1191.0,7.0,1460.0,8.6
E4   7,11697,9767.0,83.5,460.0,3.9,571.0,4.9,700.0,6.0
E4   8,14418,9048.0,62.8,758.0,5.3,1755.0,12.2,2372.0,16.5
E4   9,17282,12307.0,71.2,923.0,5.3,1635.0,9.5,1917.0,11.1
E5   0,17276,8358.0,48.4,1219.0,7.1,2270.0,13.1,4770.0,27.6
E5   8,16080,6896.0,42.9,1168.0,7.3,2334.0,14.5,4879.0,30.3
E5   9,15136,6831.0,45.1,1066.0,7.0,2038.0,13.5,4209.0,27.8
E6   1,16731,2336.0,14.0,524.0,3.1,11173.0,66.8,2096.0,12.5
E6   2,18102,3156.0,17.4,534.0,2.9,11878.0,65.6,1854.0,10.2
E6   3,21007,6074.0,28.9,973.0,4.6,9718.0,46.3,3440.0,16.4
E6   5,11066,5196.0,47.0,560.0,5.1,2699.0,24.4,2318.0,20.9
E6   6,11884,3889.0,32.7,636.0,5.4,4087.0,34.4,2827.0,23.8
E7   0,14800,4678.0,31.6,773.0,5.2,5558.0,37.6,3279.0,22.2
E7   8,21075,2325.0,11.0,554.0,2.6,15337.0,72.8,2306.0,10.9
E7   9,18258,4444.0,24.3,717.0,3.9,8875.0,48.6,3618.0,19.8
E8   1,8368,4719.0,56.4,572.0,6.8,809.0,9.7,1932.0,23.1
E8   2,10061,5105.0,50.7,680.0,6.8,1047.0,10.4,2719.0,27.0
E8   3,10444,6238.0,59.7,619.0,5.9,872.0,8.3,2248.0,21.5
E8   4,10387,5358.0,51.6,640.0,6.2,1099.0,10.6,2823.0,27.2
E9   5,12702,5262.0,41.4,843.0,6.6,1128.0,8.9,4882.0,38.4
E9   6,11561,4841.0,41.9,911.0,7.9,1265.0,10.9,4028.0,34.8
E9   7,13505,7841.0,58.1,910.0,6.7,1203.0,8.9,3077.0,22.8
EC1A 4,143,70.0,49.0,5.0,3.5,49.0,34.3,14.0,9.8
EC1A 7,393,316.0,80.4,11.0,2.8,49.0,12.5,6.0,1.5
EC1A 9,358,293.0,81.8,9.0,2.5,39.0,10.9,11.0,3.1
EC1M 3,428,283.0,66.1,39.0,9.1,62.0,14.5,29.0,6.8
EC1M 5,1105,777.0,70.3,41.0,3.7,246.0,22.3,21.0,1.9
EC1M 6,753,422.0,56.0,27.0,3.6,270.0,35.9,13.0,1.7
EC1M 7,187,119.0,63.6,14.0,7.5,22.0,11.8,27.0,14.4
EC1N 7,2011,1109.0,55.1,104.0,5.2,518.0,25.8,218.0,10.8
EC1N 8,639,387.0,60.6,17.0,2.7,174.0,27.2,38.0,5.9
EC1R 0,1225,927.0,75.7,43.0,3.5,89.0,7.3,124.0,10.1
EC1R 1,1239,916.0,73.9,53.0,4.3,155.0,12.5,84.0,6.8
EC1R 3,298,209.0,70.1,23.0,7.7,6.0,2.0,51.0,17.1
EC1R 4,1422,971.0,68.3,80.0,5.6,208.0,14.6,121.0,8.5
EC1R 5,701,480.0,68.5,33.0,4.7,122.0,17.4,52.0,7.4
EC1V 0,2106,1275.0,60.5,123.0,5.8,292.0,13.9,321.0,15.2
EC1V 1,223,142.0,63.7,18.0,8.1,31.0,13.9,24.0,10.8
EC1V 2,121,89.0,73.6,5.0,4.1,22.0,18.2,3.0,2.5
EC1V 3,3194,2048.0,64.1,174.0,5.4,512.0,16.0,357.0,11.2
EC1V 4,1342,1043.0,77.7,62.0,4.6,139.0,10.4,59.0,4.4
EC1V 7,2333,1704.0,73.0,120.0,5.1,221.0,9.5,219.0,9.4
EC1V 8,1711,1016.0,59.4,92.0,5.4,229.0,13.4,288.0,16.8
EC1V 9,1735,1105.0,63.7,104.0,6.0,198.0,11.4,261.0,15.0
EC1Y 0,1216,936.0,77.0,57.0,4.7,124.0,10.2,67.0,5.5
EC1Y 2,204,137.0,67.2,12.0,5.9,38.0,18.6,11.0,5.4
EC1Y 4,325,262.0,80.6,17.0,5.2,34.0,10.5,6.0,1.8
EC1Y 8,2022,1285.0,63.6,131.0,6.5,153.0,7.6,353.0,17.5
EC2A 3,483,375.0,77.6,37.0,7.7,39.0,8.1,12.0,2.5
EC2A 4,746,545.0,73.1,64.0,8.6,59.0,7.9,46.0,6.2
EC2Y 8,3249,2783.0,85.7,124.0,3.8,271.0,8.3,30.0,0.9
EC3R 8,227,173.0,76.2,8.0,3.5,36.0,15.9,2.0,0.9
EC4A 1,151,114.0,75.5,3.0,2.0,23.0,15.2,5.0,3.3
EC4V 3,319,257.0,80.6,8.0,2.5,47.0,14.7,1.0,0.3
EC4V 5,276,229.0,83.0,8.0,2.9,31.0,11.2,2.0,0.7
EC4Y 7,320,285.0,89.1,9.0,2.8,22.0,6.9,2.0,0.6
EN1  1,12238,8030.0,65.6,747.0,6.1,1168.0,9.5,1740.0,14.2
EN1  2,7094,5631.0,79.4,305.0,4.3,477.0,6.7,485.0,6.8
EN1  3,12261,9577.0,78.1,588.0,4.8,769.0,6.3,1018.0,8.3
EN1  4,13404,8605.0,64.2,820.0,6.1,1055.0,7.9,2317.0,17.3
EN10 6,10904,9869.0,90.5,275.0,2.5,209.0,1.9,469.0,4.3
EN10 7,6132,5810.0,94.7,83.0,1.4,138.0,2.3,76.0,1.2
EN11 0,6488,6205.0,95.6,71.0,1.1,91.0,1.4,92.0,1.4
EN11 8,6633,6335.0,95.5,108.0,1.6,87.0,1.3,80.0,1.2
EN11 9,8330,7930.0,95.2,165.0,2.0,115.0,1.4,100.0,1.2
EN2  0,9548,7860.0,82.3,455.0,4.8,534.0,5.6,516.0,5.4
EN2  6,4241,3498.0,82.5,162.0,3.8,240.0,5.7,239.0,5.6
EN2  7,7240,5821.0,80.4,261.0,3.6,645.0,8.9,269.0,3.7
EN2  8,7071,5562.0,78.7,268.0,3.8,639.0,9.0,429.0,6.1
EN2  9,1609,1445.0,89.8,43.0,2.7,55.0,3.4,46.0,2.9
EN3  4,11749,5303.0,45.1,662.0,5.6,1840.0,15.7,3176.0,27.0
EN3  5,15971,9357.0,58.6,951.0,6.0,1184.0,7.4,3485.0,21.8
EN3  6,19395,10983.0,56.6,1209.0,6.2,1345.0,6.9,4897.0,25.2
EN3  7,9958,5126.0,51.5,665.0,6.7,1123.0,11.3,2481.0,24.9
EN4  0,5253,4013.0,76.4,177.0,3.4,643.0,12.2,242.0,4.6
EN4  8,12276,9314.0,75.9,644.0,5.2,1349.0,11.0,585.0,4.8
EN4  9,8049,6308.0,78.4,345.0,4.3,825.0,10.2,362.0,4.5
EN5  1,6783,5074.0,74.8,305.0,4.5,890.0,13.1,319.0,4.7
EN5  2,13749,9944.0,72.3,695.0,5.1,1689.0,12.3,1047.0,7.6
EN5  3,3505,2672.0,76.2,152.0,4.3,406.0,11.6,184.0,5.2
EN5  4,5634,4871.0,86.5,198.0,3.5,387.0,6.9,112.0,2.0
EN5  5,8400,6726.0,80.1,365.0,4.3,750.0,8.9,333.0,4.0
EN6  1,6386,5697.0,89.2,134.0,2.1,374.0,5.9,121.0,1.9
EN6  2,6924,6085.0,87.9,191.0,2.8,438.0,6.3,159.0,2.3
EN6  3,5390,4870.0,90.4,127.0,2.4,240.0,4.5,113.0,2.1
EN6  4,5181,4789.0,92.4,79.0,1.5,201.0,3.9,71.0,1.4
EN6  5,5129,4504.0,87.8,136.0,2.7,290.0,5.7,171.0,3.3
EN7  5,7447,6888.0,92.5,153.0,2.1,172.0,2.3,169.0,2.3
EN7  6,14603,13349.0,91.4,263.0,1.8,431.0,3.0,414.0,2.8
EN8  0,9579,8596.0,89.7,224.0,2.3,213.0,2.2,438.0,4.6
EN8  7,6936,5332.0,76.9,253.0,3.6,227.0,3.3,1002.0,14.4
EN8  8,11174,9098.0,81.4,452.0,4.0,401.0,3.6,1070.0,9.6
EN8  9,8137,7315.0,89.9,225.0,2.8,206.0,2.5,318.0,3.9
EN9  1,7754,7099.0,91.6,210.0,2.7,141.0,1.8,270.0,3.5
EN9  2,4799,4598.0,95.8,79.0,1.6,68.0,1.4,33.0,0.7
EN9  3,11080,10059.0,90.8,268.0,2.4,280.0,2.5,399.0,3.6
EX1  1,1726,1421.0,82.3,43.0,2.5,214.0,12.4,13.0,0.8
EX1  2,9195,8339.0,90.7,198.0,2.2,484.0,5.3,101.0,1.1
EX1  3,10600,10249.0,96.7,132.0,1.2,135.0,1.3,43.0,0.4
EX10 0,4638,4595.0,99.1,24.0,0.5,11.0,0.2,5.0,0.1
EX10 8,3420,3314.0,96.9,41.0,1.2,60.0,1.8,5.0,0.1
EX10 9,9149,8990.0,98.3,68.0,0.7,74.0,0.8,8.0,0.1
EX11 1,7795,7678.0,98.5,51.0,0.7,57.0,0.7,6.0,0.1
EX12 2,7096,6915.0,97.4,53.0,0.7,109.0,1.5,4.0,0.1
EX12 3,1824,1812.0,99.3,5.0,0.3,6.0,0.3,1.0,0.1
EX12 4,496,494.0,99.6,2.0,0.4,0.0,0.0,0.0,0.0
EX13 5,6997,6856.0,98.0,40.0,0.6,74.0,1.1,12.0,0.2
EX13 7,3789,3752.0,99.0,20.0,0.5,14.0,0.4,1.0,0.0
EX13 8,543,535.0,98.5,4.0,0.7,4.0,0.7,0.0,0.0
EX14 1,5958,5816.0,97.6,54.0,0.9,72.0,1.2,9.0,0.2
EX14 2,5525,5449.0,98.6,41.0,0.7,23.0,0.4,7.0,0.1
EX14 3,3799,3761.0,99.0,21.0,0.6,14.0,0.4,1.0,0.0
EX14 4,2461,2440.0,99.1,17.0,0.7,2.0,0.1,1.0,0.0
EX14 9,2944,2910.0,98.8,18.0,0.6,12.0,0.4,1.0,0.0
EX15 1,8766,8625.0,98.4,45.0,0.5,70.0,0.8,21.0,0.2
EX15 2,5881,5804.0,98.7,41.0,0.7,28.0,0.5,5.0,0.1
EX15 3,6666,6576.0,98.6,60.0,0.9,21.0,0.3,4.0,0.1
EX16 4,6179,6075.0,98.3,38.0,0.6,54.0,0.9,10.0,0.2
EX16 5,4920,4869.0,99.0,24.0,0.5,19.0,0.4,5.0,0.1
EX16 6,9691,9522.0,98.3,54.0,0.6,91.0,0.9,17.0,0.2
EX16 7,4384,4345.0,99.1,22.0,0.5,12.0,0.3,4.0,0.1
EX16 8,3909,3864.0,98.8,24.0,0.6,16.0,0.4,3.0,0.1
EX16 9,3357,3333.0,99.3,10.0,0.3,8.0,0.2,4.0,0.1
EX17 1,2185,2142.0,98.0,14.0,0.6,23.0,1.1,5.0,0.2
EX17 2,2176,2158.0,99.2,8.0,0.4,8.0,0.4,1.0,0.0
EX17 3,4362,4273.0,98.0,25.0,0.6,44.0,1.0,8.0,0.2
EX17 4,3273,3241.0,99.0,18.0,0.5,13.0,0.4,1.0,0.0
EX17 5,3320,3289.0,99.1,19.0,0.6,11.0,0.3,1.0,0.0
EX17 6,4223,4168.0,98.7,40.0,0.9,10.0,0.2,3.0,0.1
EX18 7,3117,3081.0,98.8,30.0,1.0,5.0,0.2,0.0,0.0
EX19 8,3525,3489.0,99.0,26.0,0.7,4.0,0.1,2.0,0.1
EX2  4,6190,5797.0,93.7,142.0,2.3,161.0,2.6,41.0,0.7
EX2  5,8864,8375.0,94.5,126.0,1.4,258.0,2.9,63.0,0.7
EX2  6,5456,5271.0,96.6,57.0,1.0,87.0,1.6,26.0,0.5
EX2  7,5196,4930.0,94.9,85.0,1.6,108.0,2.1,34.0,0.7
EX2  8,7809,7481.0,95.8,95.0,1.2,183.0,2.3,21.0,0.3
EX2  9,7183,6983.0,97.2,74.0,1.0,90.0,1.3,12.0,0.2
EX20 1,7898,7748.0,98.1,61.0,0.8,69.0,0.9,6.0,0.1
EX20 2,4542,4495.0,99.0,34.0,0.7,11.0,0.2,1.0,0.0
EX20 3,4457,4397.0,98.7,29.0,0.7,21.0,0.5,5.0,0.1
EX20 4,3069,3027.0,98.6,15.0,0.5,16.0,0.5,1.0,0.0
EX21 5,4620,4565.0,98.8,14.0,0.3,37.0,0.8,1.0,0.0
EX22 6,5939,5878.0,99.0,30.0,0.5,19.0,0.3,6.0,0.1
EX22 7,4806,4782.0,99.5,13.0,0.3,8.0,0.2,2.0,0.0
EX23 0,3460,3412.0,98.6,26.0,0.8,11.0,0.3,9.0,0.3
EX23 8,7401,7269.0,98.2,52.0,0.7,64.0,0.9,7.0,0.1
EX23 9,4843,4798.0,99.1,26.0,0.5,10.0,0.2,4.0,0.1
EX24 6,3789,3755.0,99.1,14.0,0.4,16.0,0.4,0.0,0.0
EX3  0,4940,4836.0,97.9,48.0,1.0,37.0,0.7,6.0,0.1
EX31 1,3560,3435.0,96.5,35.0,1.0,59.0,1.7,18.0,0.5
EX31 2,6325,6218.0,98.3,50.0,0.8,38.0,0.6,13.0,0.2
EX31 3,8170,8061.0,98.7,54.0,0.7,46.0,0.6,8.0,0.1
EX31 4,7420,7237.0,97.5,32.0,0.4,100.0,1.3,27.0,0.4
EX32 0,5336,5214.0,97.7,36.0,0.7,77.0,1.4,3.0,0.1
EX32 7,6937,6745.0,97.2,74.0,1.1,89.0,1.3,12.0,0.2
EX32 8,6266,6061.0,96.7,80.0,1.3,99.0,1.6,18.0,0.3
EX32 9,5239,5055.0,96.5,65.0,1.2,89.0,1.7,9.0,0.2
EX33 1,5362,5292.0,98.7,38.0,0.7,14.0,0.3,5.0,0.1
EX33 2,4862,4778.0,98.3,47.0,1.0,24.0,0.5,6.0,0.1
EX34 0,2687,2662.0,99.1,15.0,0.6,10.0,0.4,0.0,0.0
EX34 7,1637,1612.0,98.5,16.0,1.0,7.0,0.4,1.0,0.1
EX34 8,6457,6344.0,98.2,62.0,1.0,41.0,0.6,7.0,0.1
EX34 9,6525,6375.0,97.7,71.0,1.1,57.0,0.9,11.0,0.2
EX35 6,1647,1612.0,97.9,25.0,1.5,7.0,0.4,3.0,0.2
EX36 3,3920,3847.0,98.1,19.0,0.5,43.0,1.1,7.0,0.2
EX36 4,4557,4501.0,98.8,31.0,0.7,16.0,0.4,7.0,0.2
EX37 9,3362,3328.0,99.0,17.0,0.5,11.0,0.3,1.0,0.0
EX38 7,4488,4453.0,99.2,21.0,0.5,9.0,0.2,2.0,0.0
EX38 8,3644,3590.0,98.5,27.0,0.7,18.0,0.5,5.0,0.1
EX39 1,9389,9274.0,98.8,79.0,0.8,24.0,0.3,11.0,0.1
EX39 2,3760,3668.0,97.6,45.0,1.2,25.0,0.7,0.0,0.0
EX39 3,9009,8846.0,98.2,77.0,0.9,74.0,0.8,5.0,0.1
EX39 4,6870,6784.0,98.7,49.0,0.7,25.0,0.4,4.0,0.1
EX39 5,6224,6155.0,98.9,36.0,0.6,17.0,0.3,13.0,0.2
EX39 6,1911,1876.0,98.2,11.0,0.6,16.0,0.8,0.0,0.0
EX4  0,297,293.0,98.7,3.0,1.0,1.0,0.3,0.0,0.0
EX4  1,9206,8883.0,96.5,95.0,1.0,169.0,1.8,29.0,0.3
EX4  2,7726,7410.0,95.9,114.0,1.5,129.0,1.7,19.0,0.2
EX4  3,2148,1861.0,86.6,37.0,1.7,167.0,7.8,19.0,0.9
EX4  4,8928,7330.0,82.1,239.0,2.7,1093.0,12.2,99.0,1.1
EX4  5,2990,2725.0,91.1,43.0,1.4,165.0,5.5,9.0,0.3
EX4  6,8172,7107.0,87.0,202.0,2.5,680.0,8.3,64.0,0.8
EX4  7,5260,4712.0,89.6,116.0,2.2,314.0,6.0,37.0,0.7
EX4  8,6261,6044.0,96.5,71.0,1.1,75.0,1.2,29.0,0.5
EX4  9,3723,3579.0,96.1,43.0,1.2,71.0,1.9,6.0,0.2
EX5  1,3521,3489.0,99.1,14.0,0.4,11.0,0.3,5.0,0.1
EX5  2,4779,4710.0,98.6,38.0,0.8,18.0,0.4,5.0,0.1
EX5  3,2353,2312.0,98.3,16.0,0.7,19.0,0.8,3.0,0.1
EX5  4,5055,5009.0,99.1,31.0,0.6,9.0,0.2,1.0,0.0
EX5  5,2860,2808.0,98.2,27.0,0.9,17.0,0.6,6.0,0.2
EX6  6,2793,2779.0,99.5,11.0,0.4,1.0,0.0,0.0,0.0
EX6  7,4007,3957.0,98.8,27.0,0.7,15.0,0.4,4.0,0.1
EX6  8,6873,6774.0,98.6,50.0,0.7,39.0,0.6,7.0,0.1
EX7  0,5664,5584.0,98.6,38.0,0.7,38.0,0.7,2.0,0.0
EX7  9,6768,6625.0,97.9,51.0,0.8,75.0,1.1,7.0,0.1
EX8  1,7109,6878.0,96.8,90.0,1.3,111.0,1.6,19.0,0.3
EX8  2,7664,7551.0,98.5,39.0,0.5,52.0,0.7,11.0,0.1
EX8  3,5540,5482.0,99.0,35.0,0.6,16.0,0.3,4.0,0.1
EX8  4,9532,9401.0,98.6,68.0,0.7,46.0,0.5,11.0,0.1
EX8  5,7604,7488.0,98.5,50.0,0.7,39.0,0.5,18.0,0.2
EX9  6,5185,5129.0,98.9,20.0,0.4,30.0,0.6,3.0,0.1
EX9  7,1578,1572.0,99.6,4.0,0.3,1.0,0.1,1.0,0.1
FY1  1,294,266.0,90.5,5.0,1.7,17.0,5.8,1.0,0.3
FY1  2,7870,7482.0,95.1,134.0,1.7,188.0,2.4,34.0,0.4
FY1  3,4412,4162.0,94.3,98.0,2.2,118.0,2.7,15.0,0.3
FY1  4,6528,6219.0,95.3,101.0,1.5,126.0,1.9,38.0,0.6
FY1  5,6129,5817.0,94.9,82.0,1.3,190.0,3.1,28.0,0.5
FY1  6,8401,8086.0,96.3,126.0,1.5,154.0,1.8,13.0,0.2
FY2  0,14413,14067.0,97.6,148.0,1.0,160.0,1.1,26.0,0.2
FY2  9,10146,9871.0,97.3,115.0,1.1,104.0,1.0,26.0,0.3
FY3  0,1932,1892.0,97.9,22.0,1.1,9.0,0.5,7.0,0.4
FY3  7,10503,10200.0,97.1,124.0,1.2,131.0,1.2,26.0,0.2
FY3  8,9532,8857.0,92.9,162.0,1.7,439.0,4.6,26.0,0.3
FY3  9,9988,9748.0,97.6,102.0,1.0,110.0,1.1,16.0,0.2
FY4  1,8507,8240.0,96.9,108.0,1.3,129.0,1.5,16.0,0.2
FY4  2,7805,7605.0,97.4,80.0,1.0,87.0,1.1,19.0,0.2
FY4  3,10358,10071.0,97.2,121.0,1.2,117.0,1.1,24.0,0.2
FY4  4,11958,11692.0,97.8,129.0,1.1,98.0,0.8,19.0,0.2
FY4  5,5036,4914.0,97.6,49.0,1.0,58.0,1.2,5.0,0.1
FY5  1,7947,7792.0,98.0,58.0,0.7,78.0,1.0,16.0,0.2
FY5  2,12093,11955.0,98.9,52.0,0.4,68.0,0.6,11.0,0.1
FY5  3,11154,10973.0,98.4,67.0,0.6,86.0,0.8,18.0,0.2
FY5  4,8381,8256.0,98.5,70.0,0.8,39.0,0.5,7.0,0.1
FY5  5,5241,5170.0,98.6,36.0,0.7,21.0,0.4,11.0,0.2
FY6  0,7177,7096.0,98.9,28.0,0.4,43.0,0.6,2.0,0.0
FY6  7,12715,12464.0,98.0,105.0,0.8,93.0,0.7,28.0,0.2
FY6  8,5367,5282.0,98.4,32.0,0.6,45.0,0.8,5.0,0.1
FY6  9,2744,2714.0,98.9,12.0,0.4,14.0,0.5,1.0,0.0
FY7  6,6830,6574.0,96.3,61.0,0.9,173.0,2.5,9.0,0.1
FY7  7,8967,8884.0,99.1,45.0,0.5,27.0,0.3,7.0,0.1
FY7  8,10142,9816.0,96.8,49.0,0.5,262.0,2.6,8.0,0.1
FY8  1,9332,9046.0,96.9,109.0,1.2,124.0,1.3,26.0,0.3
FY8  2,8790,8587.0,97.7,79.0,0.9,83.0,0.9,18.0,0.2
FY8  3,9816,9619.0,98.0,66.0,0.7,103.0,1.0,6.0,0.1
FY8  4,10136,9826.0,96.9,122.0,1.2,138.0,1.4,13.0,0.1
FY8  5,5979,5811.0,97.2,67.0,1.1,74.0,1.2,14.0,0.2
GL1  1,1920,1620.0,84.4,88.0,4.6,115.0,6.0,91.0,4.7
GL1  2,3794,3402.0,89.7,101.0,2.7,183.0,4.8,100.0,2.6
GL1  3,5846,4950.0,84.7,154.0,2.6,506.0,8.7,200.0,3.4
GL1  4,11963,7422.0,62.0,623.0,5.2,2837.0,23.7,993.0,8.3
GL1  5,10629,9308.0,87.6,376.0,3.5,492.0,4.6,427.0,4.0
GL10 2,6858,6662.0,97.1,86.0,1.3,81.0,1.2,22.0,0.3
GL10 3,7095,6979.0,98.4,63.0,0.9,43.0,0.6,9.0,0.1
GL11 4,6187,6034.0,97.5,70.0,1.1,47.0,0.8,31.0,0.5
GL11 5,8033,7900.0,98.3,76.0,0.9,34.0,0.4,14.0,0.2
GL11 6,3919,3863.0,98.6,38.0,1.0,6.0,0.2,9.0,0.2
GL12 7,6328,6201.0,98.0,48.0,0.8,64.0,1.0,5.0,0.1
GL12 8,8717,8475.0,97.2,73.0,0.8,69.0,0.8,84.0,1.0
