postcode_sectors,code_constituency,turnout,women_age30to45,perc_eu,10to14%,15%,16to17%,18to19%,20to24%,25to29%,30to44%,All residents,WhiteTot,White%,MixedTot,Mixed%,Asian/Asian British,Asian/Asian British%,Black/African/Carribean/Black British,Black/African/Carribean/Black British%
DN21 1,E14000546,64.18,9.2350973,1.7,6.5,1.5,2.7,2.9,7.1,6.8,19.3,11713,11405,97.4,118,1,110,0.9,70,0.6
S81  8,E14000546,64.18,9.2350973,1.2,5.8,1.3,2.7,2.1,4.1,3.9,20.3,7707,7575,98.3,63,0.8,40,0.5,15,0.2
DN11 8,E14000546,64.18,9.2350973,0.8,6.4,1.4,2.9,2.5,5.5,5.9,18.9,8294,8104,97.7,72,0.9,92,1.1,12,0.1
DN10 6,E14000546,64.18,9.2350973,0.9,6,0.9,1.8,1.9,4.3,4,18.2,5169,5064,98,19,0.4,64,1.2,17,0.3
S81  0,E14000546,64.18,9.2350973,2,5.2,1.2,2.8,2.3,5.4,5.2,17.1,11146,10856,97.4,108,1,109,1,53,0.5
S81  9,E14000546,64.18,9.2350973,0.7,5.5,1.2,2.4,2.3,5.7,4.9,17.2,7928,7848,99,32,0.4,31,0.4,6,0.1
DN22 0,E14000546,64.18,9.2350973,1.1,6.7,1.5,2.9,1.9,4,4.3,18.7,4803,4568,95.1,40,0.8,129,2.7,57,1.2
DN10 5,E14000546,64.18,9.2350973,0.4,4.8,1.3,2.4,3,5.6,2.8,16.5,1631,1590,97.5,10,0.6,8,0.5,23,1.4
DN22 6,E14000546,64.18,9.2350973,1.7,5.9,1.1,2.6,2.8,6.5,6.3,18.9,7447,7219,96.9,80,1.1,128,1.7,15,0.2
DN22 7,E14000546,64.18,9.2350973,1.3,6.1,1.2,2.6,2.3,4.9,5.1,18.9,14903,14623,98.1,116,0.8,115,0.8,34,0.2
DN22 1,E14000546,64.18,9.2350973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DN22 8,E14000546,64.18,9.2350973,1.2,5.3,1.1,2.1,1.5,7.3,7.2,21,5826,5451,93.6,115,2,136,2.3,107,1.8
DN9  2,E14000546,64.18,9.2350973,0.4,5.9,1.6,2.6,1.9,3.9,2.8,16.2,5039,4977,98.8,15,0.3,37,0.7,7,0.1
DN11 9,E14000546,64.18,9.2350973,0.4,4.7,1.1,1.7,1.6,4.2,4.1,15.4,6521,6406,98.2,36,0.6,45,0.7,22,0.3
S80  3,E14000546,64.18,9.2350973,1.9,6.3,1.2,3,2.3,5.1,4.3,18.4,4979,4892,98.3,26,0.5,44,0.9,13,0.3
NG20 9,E14000546,64.18,9.2350973,0.8,6.2,1.4,2.8,3,7.1,6.1,18.7,6950,6882,99,41,0.6,17,0.2,6,0.1
S80  4,E14000546,64.18,9.2350973,1.1,5.3,1.2,2.5,2.4,5.7,7,19.4,9929,9761,98.3,55,0.6,90,0.9,23,0.2
S80  2,E14000546,64.18,9.2350973,4.9,6.6,1.5,3.5,2.7,6.1,7.2,20.4,9618,9204,95.7,137,1.4,168,1.7,79,0.8
S81  7,E14000546,64.18,9.2350973,2.3,7.2,1.4,3,2.6,5.5,5.4,22.5,10563,10257,97.1,79,0.7,153,1.4,42,0.4
S80  1,E14000546,64.18,9.2350973,6.8,5.2,1,2.2,2.5,6.4,7.6,20.2,5506,5335,96.9,48,0.9,73,1.3,35,0.6
S80  9,E14000546,64.18,9.2350973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA1  0,E14000547,74.76,8.4515491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA1  1,E14000547,74.76,8.4515491,10.9,1.3,0.4,1.1,7.8,23.6,14.6,20.9,1875,1437,76.6,59,3.1,307,16.4,28,1.5
BA2  6,E14000547,74.76,8.4515491,4.3,4.5,1,2.1,2,8.1,4.6,15.8,6122,5668,92.6,118,1.9,248,4.1,45,0.7
BA2  4,E14000547,74.76,8.4515491,4.9,3.9,0.5,1.5,2.7,16.3,7.8,18.8,6277,5726,91.2,147,2.3,323,5.1,31,0.5
BA1  5,E14000547,74.76,8.4515491,5.4,5.6,1.4,3.4,3.1,10.4,8.5,20.6,4524,4138,91.5,90,2,221,4.9,39,0.9
BA1  2,E14000547,74.76,8.4515491,6.9,2.1,0.7,1.2,2.9,15.5,10.7,23,6533,5933,90.8,168,2.6,252,3.9,109,1.7
BA1  3,E14000547,74.76,8.4515491,3.5,5.3,1.1,1.9,3,11,7.1,20.6,7564,7011,92.7,182,2.4,222,2.9,103,1.4
BA2  3,E14000547,74.76,8.4515491,4.5,2.6,0.6,1.2,9.6,34.3,7.2,13.1,9376,8435,90,193,2.1,599,6.4,92,1
BA1  9,E14000547,74.76,8.4515491,1.2,6.9,0.8,2,1.2,1.6,3.2,21,248,236,95.2,8,3.2,3,1.2,1,0.4
BA1  6,E14000547,74.76,8.4515491,3.7,4.7,1.1,2,2.1,7.2,7.1,22.7,8242,7667,93,208,2.5,191,2.3,140,1.7
BA1  7,E14000547,74.76,8.4515491,1.8,6.3,1.4,2.3,1.8,3.5,3.6,18.8,5514,5295,96,99,1.8,73,1.3,29,0.5
BA2  7,E14000547,74.76,8.4515491,4,5.4,1.2,2.7,24.2,8.5,2.5,10.5,7173,6546,91.3,120,1.7,424,5.9,49,0.7
BA2  5,E14000547,74.76,8.4515491,2.8,6.8,1.2,2.2,3.1,7,5.3,17.1,7220,6801,94.2,165,2.3,157,2.2,61,0.8
BA1  4,E14000547,74.76,8.4515491,2.3,5.1,1.2,2.5,2,4.9,4.8,19.5,5319,4838,91,116,2.2,263,4.9,67,1.3
BA1  8,E14000547,74.76,8.4515491,2,6.7,0.7,2,2,3.1,3.9,14.2,904,870,96.2,14,1.5,15,1.7,0,0
BA2  2,E14000547,74.76,8.4515491,3.3,5.9,1.3,2.5,3.4,9.5,7,19.6,10477,9780,93.3,176,1.7,313,3,129,1.2
BA2  8,E14000547,74.76,8.4515491,1.5,6.5,1.6,2.6,2.1,5,5.2,21.2,7655,7453,97.4,81,1.1,86,1.1,25,0.3
BA2  1,E14000547,74.76,8.4515491,2.8,5.6,1.2,2.5,3.8,10.7,7.2,19.8,12851,12003,93.4,355,2.8,274,2.1,192,1.5
BA2  9,E14000547,74.76,8.4515491,2.1,5,0.6,2.1,16.1,8.4,2.5,12.8,2022,1947,96.3,33,1.6,29,1.4,8,0.4
WF17 7,E14000548,64.4,10.6447072,0.9,9,1.9,3.2,3,7.5,8.7,21.2,13043,3658,28,177,1.4,9109,69.8,48,0.4
WF17 6,E14000548,64.4,10.6447072,1.6,6.6,1.4,2.3,2.9,7.7,7.9,22.4,7082,3785,53.4,115,1.6,3149,44.5,20,0.3
WF17 5,E14000548,64.4,10.6447072,2.3,7.8,1.2,2.9,2.5,6.6,9.4,21.8,3378,1318,39,46,1.4,1990,58.9,13,0.4
WF12 7,E14000548,64.4,10.6447072,1,5.9,1.3,2.5,2.3,6,5.3,18.3,8101,7628,94.2,114,1.4,320,4,30,0.4
WF13 2,E14000548,64.4,10.6447072,3.2,6.7,1.7,2.5,3,8.3,9.7,22.7,6386,3041,47.6,163,2.6,3104,48.6,40,0.6
WF13 4,E14000548,64.4,10.6447072,1.7,6.6,1.5,2.5,2.4,7.2,7.7,21.9,8140,5445,66.9,174,2.1,2423,29.8,62,0.8
WF17 0,E14000548,64.4,10.6447072,1.1,5.7,1.4,2.3,2.2,5.4,5.5,20.4,8058,7245,89.9,82,1,676,8.4,34,0.4
WF17 8,E14000548,64.4,10.6447072,0.8,6,1.3,2.4,2.5,7.1,7.4,20.1,6354,5636,88.7,131,2.1,542,8.5,20,0.3
WF13 1,E14000548,64.4,10.6447072,2.4,7.8,1.5,3.3,3.3,8.7,8.3,26,1486,739,49.7,37,2.5,693,46.6,15,1
WF3  1,E14000548,64.4,10.6447072,0.6,6.6,1.6,3.1,2.4,5.1,4.6,20.9,11377,10892,95.7,132,1.2,261,2.3,42,0.4
WF16 9,E14000548,64.4,10.6447072,1.1,6.8,1.5,3,2.5,6.3,7.2,20.7,7765,5578,71.8,88,1.1,2045,26.3,36,0.5
WF17 9,E14000548,64.4,10.6447072,1.2,5.5,1.2,2.4,2.4,6.9,7.2,18.8,5804,5604,96.6,91,1.6,75,1.3,24,0.4
WF16 0,E14000548,64.4,10.6447072,1.1,6,1.5,2.8,2.6,7.2,9.1,22.5,4858,3286,67.6,86,1.8,1450,29.8,23,0.5
BD11 2,E14000548,64.4,10.6447072,0.2,6.3,1.4,2.3,2,4.4,5.6,20.7,5827,5574,95.7,86,1.5,102,1.8,37,0.6
BD19 4,E14000548,64.4,10.6447072,0.7,5.9,1.1,2.3,2.1,5.4,5.7,21.7,9436,9112,96.6,97,1,167,1.8,46,0.5
BD4  6,E14000548,64.4,10.6447072,3.6,7,1.3,2.5,2.2,5.9,7.4,22.7,7253,5899,81.3,245,3.4,716,9.9,245,3.4
BD19 3,E14000548,64.4,10.6447072,1.4,5.3,1.3,2.2,2.2,6.6,6.6,23.5,5989,5605,93.6,75,1.3,263,4.4,28,0.5
BD19 6,E14000548,64.4,10.6447072,0.4,5.3,1.2,2.7,2.2,5.8,4.3,18.4,3948,3835,97.1,22,0.6,80,2,10,0.3
BD19 5,E14000548,64.4,10.6447072,1.1,5.6,1.3,2.2,2,5.8,6.3,21.1,2646,2533,95.7,23,0.9,72,2.7,13,0.5
BD12 9,E14000548,64.4,10.6447072,0.9,5.5,1.3,2.1,2.2,5.6,6,19,4568,4321,94.6,85,1.9,96,2.1,46,1
BD19 9,E14000548,64.4,10.6447072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BD12 7,E14000548,64.4,10.6447072,0.7,6.3,1.2,2.3,1.8,6.9,7,21.2,1901,1836,96.6,31,1.6,21,1.1,8,0.4
WF15 8,E14000548,64.4,10.6447072,0.8,7,1.5,2.5,2.8,5.3,6.5,20,5025,4833,96.2,71,1.4,81,1.6,36,0.7
WF15 7,E14000548,64.4,10.6447072,0.6,5.7,1.4,2.3,2.1,5.5,5.5,19.8,7511,7143,95.1,85,1.1,260,3.5,18,0.2
WF15 6,E14000548,64.4,10.6447072,1.1,6.3,1.2,2.6,2.4,5.9,6.5,22.7,5161,4860,94.2,50,1,228,4.4,14,0.3
WF14 0,E14000548,64.4,10.6447072,0.4,5.5,1.4,2.6,2.3,5.5,5.4,18,7146,6870,96.1,117,1.6,114,1.6,28,0.4
SW12 9,E14000549,67.04,16.5985395,7.1,2.3,0.4,0.9,0.7,8.2,24.3,34.4,10928,8336,76.3,521,4.8,1003,9.2,932,8.5
SW12 8,E14000549,67.04,16.5985395,7.7,4.1,0.5,1.2,1.2,6.4,15.1,31,12832,10534,82.1,475,3.7,785,6.1,883,6.9
SW11 6,E14000549,67.04,16.5985395,9.9,4.4,0.6,1.2,0.7,3.8,10,33.1,11303,9903,87.6,439,3.9,444,3.9,427,3.8
SW12 0,E14000549,67.04,16.5985395,7.6,3.4,0.7,1.1,1.1,8,16.2,31.8,7826,5877,75.1,389,5,481,6.1,961,12.3
SW4  9,E14000549,67.04,16.5985395,9.4,3.8,0.7,1.4,1.2,7.9,16.9,32.5,7105,5527,77.8,330,4.6,394,5.5,759,10.7
SW12 2,E14000549,67.04,16.5985395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW18 1,E14000549,67.04,16.5985395,9.9,2.7,0.5,0.9,0.9,6.3,18.9,35.8,10734,8555,79.7,427,4,953,8.9,521,4.9
SW11 2,E14000549,67.04,16.5985395,10.6,4.3,0.8,1.8,2,9.2,18.7,28.3,13912,8220,59.1,866,6.2,1211,8.7,3267,23.5
SW18 9,E14000549,67.04,16.5985395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW18 2,E14000549,67.04,16.5985395,8.9,3.7,0.7,1.3,1.2,5.3,14.8,34,9817,7706,78.5,430,4.4,741,7.5,815,8.3
SW15 2,E14000549,67.04,16.5985395,10.5,2.6,0.5,0.8,0.7,6,21,35.2,10338,8623,83.4,387,3.7,867,8.4,294,2.8
SW11 1,E14000549,67.04,16.5985395,8.8,2.4,0.3,0.9,0.9,7.7,23.4,37,9502,7689,80.9,418,4.4,520,5.5,747,7.9
SW18 4,E14000549,67.04,16.5985395,10.2,3.7,0.7,1.8,1.6,7,17.3,35.6,10453,6982,66.8,558,5.3,1202,11.5,1493,14.3
SW11 5,E14000549,67.04,16.5985395,11.1,4,0.7,1.5,1.5,8.3,17.3,29.6,17165,11991,69.9,1009,5.9,1083,6.3,2738,16
SW11 4,E14000549,67.04,16.5985395,15.7,3.1,0.2,0.8,1,7.1,15.5,30.9,8147,6653,81.7,365,4.5,441,5.4,466,5.7
SW11 3,E14000549,67.04,16.5985395,14.2,3.8,0.8,1.4,1.7,8.3,16,30.4,11688,8080,69.1,636,5.4,844,7.2,1804,15.4
SW1P 9,E14000549,67.04,16.5985395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW1P 1,E14000549,67.04,16.5985395,16.6,2.9,0.6,1,1.8,8.9,11.1,25.5,2590,1994,77,103,4,260,10,162,6.3
SW1P 3,E14000549,67.04,16.5985395,17,9.2,2.1,11.5,4.7,6.4,11.9,18,855,693,81.1,48,5.6,87,10.2,9,1.1
SW95 9,E14000549,67.04,16.5985395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW1P 2,E14000549,67.04,16.5985395,15.5,3.7,0.7,1.5,1.6,7.7,13.4,26.2,3526,2430,68.9,178,5,369,10.5,284,8.1
SW8  4,E14000549,67.04,16.5985395,15.6,5.2,0.9,2,2.2,9.8,16.8,28.9,8539,4443,52,598,7,886,10.4,2208,25.9
SW1V 3,E14000549,67.04,16.5985395,12.3,4.7,1,1.6,1.6,6.6,10.4,26.4,8580,5885,68.6,346,4,1024,11.9,649,7.6
SW11 8,E14000549,67.04,16.5985395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW11 7,E14000549,67.04,16.5985395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW1H 0,E14000549,67.04,16.5985395,21.6,4.1,1.3,0.5,1.5,7.2,12.4,36.9,388,254,65.5,15,3.9,74,19.1,29,7.5
SW1P 4,E14000549,67.04,16.5985395,14,4.6,0.7,1.3,1.6,7,11.9,27.4,6537,4429,67.8,321,4.9,905,13.8,502,7.7
SW8  3,E14000549,67.04,16.5985395,10.2,3.4,1,1.2,1.4,10.7,20.7,28.3,6226,4297,69,408,6.6,276,4.4,1080,17.3
SW8  5,E14000549,67.04,16.5985395,15.1,0.5,0.5,1.1,1.3,11,16.1,26.9,372,262,70.4,22,5.9,38,10.2,39,10.5
SW1W 9,E14000549,67.04,16.5985395,19.1,3.7,0.5,1.4,1.3,6.1,10.4,27.2,2297,1602,69.7,92,4,334,14.5,119,5.2
SW1A 1,E14000549,67.04,16.5985395,22.4,2,0,0,1.6,5.7,13.8,23.6,246,198,80.5,3,1.2,25,10.2,4,1.6
SW1X 8,E14000549,67.04,16.5985395,26.7,2.9,0.7,1.3,1.4,4.2,10,27.9,1447,1103,76.2,80,5.5,141,9.7,32,2.2
SW1V 4,E14000549,67.04,16.5985395,14.7,2.9,0.6,1.1,0.9,7.1,14.5,27.3,6107,4652,76.2,238,3.9,481,7.9,407,6.7
SW1V 1,E14000549,67.04,16.5985395,15.2,3.1,0.8,1,3.2,11.4,15,27,2144,1526,71.2,79,3.7,305,14.2,107,5
SW1H 9,E14000549,67.04,16.5985395,18.8,1.7,0.3,0.6,1.2,9.2,18.8,31.2,346,268,77.5,10,2.9,54,15.6,6,1.7
SW1V 2,E14000549,67.04,16.5985395,16.9,2.5,0.4,0.8,1.3,7.7,14.3,30.7,5743,4436,77.2,235,4.1,536,9.3,295,5.1
SW1E 5,E14000549,67.04,16.5985395,17.4,0.4,0,1.2,1.6,9.7,18.2,36,258,181,70.2,7,2.7,35,13.6,28,10.9
SW1A 0,E14000549,67.04,16.5985395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW1Y 5,E14000549,67.04,16.5985395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW1W 8,E14000549,67.04,16.5985395,18.5,4,0.6,1.1,1.2,6.1,10.3,28.4,5565,3959,71.1,267,4.8,580,10.4,369,6.6
SW1X 7,E14000549,67.04,16.5985395,20.1,4.8,0.4,2.4,1,5.9,7,24.5,998,780,78.2,33,3.3,89,8.9,24,2.4
SW1Y 4,E14000549,67.04,16.5985395,18.1,1.7,0.3,0,1,6.7,18.4,35.5,299,215,71.9,13,4.3,54,18.1,5,1.7
SW1X 9,E14000549,67.04,16.5985395,23.4,2.1,0.5,0.8,2.7,8.2,8.9,30.6,1687,1157,68.6,77,4.6,200,11.9,47,2.8
SW1W 0,E14000549,67.04,16.5985395,22.2,3.3,0.3,1.7,2,9.8,14.5,32.7,695,528,76,28,4,82,11.8,28,4
SW1E 6,E14000549,67.04,16.5985395,7.3,2.3,0.2,2.1,9.2,18,11.2,26.2,661,555,84,26,3.9,41,6.2,22,3.3
SW4  0,E14000549,67.04,16.5985395,10.1,3.4,0.6,0.9,0.8,8.7,20.3,31.8,6382,5068,79.4,341,5.3,293,4.6,602,9.4
SW11 9,E14000549,67.04,16.5985395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL8  5,E14000550,71.14,9.977446,2.2,5.1,1.4,2.3,1.9,3.9,4.3,17.9,6448,6126,95,102,1.6,179,2.8,33,0.5
SL6  0,E14000550,71.14,9.977446,3.3,5,1.3,1.8,1.6,5,4.8,20.5,4814,4108,85.3,89,1.8,494,10.3,64,1.3
HP10 0,E14000550,71.14,9.977446,2.1,5.4,1,2.3,2.2,4.4,5.8,24.3,5261,4864,92.5,135,2.6,157,3,83,1.6
SL1  8,E14000550,71.14,9.977446,2.4,5.5,1.2,2.8,2,4.4,5,17.1,3469,3088,89,64,1.8,242,7,57,1.6
HP10 9,E14000550,71.14,9.977446,2.2,6.4,1.1,2.8,2.1,4.2,4.6,19.1,8021,7455,92.9,173,2.2,265,3.3,108,1.3
SL7  3,E14000550,71.14,9.977446,2.2,6.5,1.4,2.5,1.7,3.4,3.4,18.7,8111,7672,94.6,144,1.8,221,2.7,54,0.7
SL7  1,E14000550,71.14,9.977446,3.4,5.8,1.2,2.1,1.9,4.3,6.1,22.5,7292,6788,93.1,177,2.4,193,2.6,87,1.2
SL7  2,E14000550,71.14,9.977446,2.4,6.8,1,2.1,1.5,3.1,3,20.3,5543,5296,95.5,103,1.9,96,1.7,40,0.7
SL7  9,E14000550,71.14,9.977446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HP9  2,E14000550,71.14,9.977446,3.3,6.1,1.2,2.3,1.6,3.8,4.2,19.5,8127,7577,93.2,190,2.3,289,3.6,31,0.4
HP9  1,E14000550,71.14,9.977446,3.5,6.6,1.3,2.5,1.6,3.9,4.6,19.2,9026,8142,90.2,206,2.3,573,6.3,57,0.6
HP7  0,E14000550,71.14,9.977446,2.7,5.5,1.2,2.1,1.5,3.1,4.5,20.8,4216,3904,92.6,77,1.8,192,4.6,30,0.7
HP9  9,E14000550,71.14,9.977446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL1  7,E14000550,71.14,9.977446,2.9,6.5,1.4,2.7,2.3,5,5.3,21.4,5263,4697,89.2,128,2.4,334,6.3,79,1.5
SL2  3,E14000550,71.14,9.977446,2.7,7.6,1.3,2.3,2,4.5,4,18.5,7167,6078,84.8,190,2.7,776,10.8,52,0.7
SL2  2,E14000550,71.14,9.977446,7.7,6.8,1.6,2.9,2.3,6,6.9,23.7,7898,5748,72.8,362,4.6,957,12.1,772,9.8
SL4  6,E14000550,71.14,9.977446,4.8,8.6,3.9,8.6,4,4,5.9,18.8,4970,4506,90.7,137,2.8,246,4.9,51,1
SL1  6,E14000550,71.14,9.977446,6.1,6.1,1.3,2.1,2,6.4,9.1,25.5,7377,4884,66.2,306,4.1,1521,20.6,566,7.7
UB9  4,E14000550,71.14,9.977446,4,5.7,1.2,2.1,2.4,5.7,6.2,19.9,2411,2006,83.2,72,3,264,10.9,36,1.5
UB9  5,E14000550,71.14,9.977446,4.2,4.9,0.9,2.1,2.1,4.8,5.2,17,4728,4131,87.4,113,2.4,396,8.4,67,1.4
UB8  9,E14000550,71.14,9.977446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL9  7,E14000550,71.14,9.977446,3.9,7.7,1.4,3.4,1.9,3.6,4.4,17.3,5400,4051,75,158,2.9,1034,19.1,46,0.9
UB8  1,E14000550,71.14,9.977446,6.4,4.8,0.9,1.8,2.1,7.5,8.9,23.6,5018,3521,70.2,194,3.9,911,18.2,213,4.2
SL9  0,E14000550,71.14,9.977446,2.5,8.2,1.6,2.7,1.8,3.4,3,15.9,5190,4747,91.5,96,1.8,310,6,17,0.3
SL2  4,E14000550,71.14,9.977446,3.6,5.3,1,2.9,2.3,5.9,6.9,20.2,5472,4062,74.2,128,2.3,1091,19.9,121,2.2
SL9  8,E14000550,71.14,9.977446,3.2,7.6,1.5,3.2,1.8,3.9,3.6,15.1,4463,3922,87.9,117,2.6,377,8.4,20,0.4
SL9  1,E14000550,71.14,9.977446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL9  9,E14000550,71.14,9.977446,3.2,6.9,1.2,2.5,1.7,4.2,3.8,19.8,5730,5265,91.9,148,2.6,263,4.6,27,0.5
SL0  0,E14000550,71.14,9.977446,1.9,5.7,1.3,3.1,2.2,5.1,5.8,20,5578,4597,82.4,111,2,746,13.4,53,1
SL0  9,E14000550,71.14,9.977446,2.5,5.4,1.4,2.9,2.3,5.9,6.1,19.8,5541,4246,76.6,146,2.6,995,18,68,1.2
